2250	least
2247	law
2230	day
2226	true
2225	_
2208	she
2204	actually
2202	enough
2199	best
2191	state
2187	put
2173	tell
2169	try
2158	software
2149	course
2138	set
2136	lot
2102	game
2086	great
2084	space
2068	though
2062	}
2051	either
2043	9
2037	says
2025	support
2022	car
2011	jesus
2011	far
2010	nothing
2005	s
1991	life
1990	else
1988	run
1985	mean
1980	david
1970	her
1964	group
1964	computer
1958	rather
1948	possible
1938	w
1912	real
1898	reason
1890	second
1882	wrong
1877	10
1874	call
1870	key
1845	called
1835	name
1835	list
1832	others
1830	yes
1830	john
1813	hard
1812	above
1809	d
1805	keep
1792	done
1779	found
1775	line
1774	maybe
1769	person
1767	post
1767	old
1766	man
1766	e
1763	having
1750	seen
1743	free
1742	able
1731	place
1730	public
1730	bit
1719	t
1712	order
1709	end
1707	f
1702	following
1698	ever
1697	example
1691	yet
1687	card
1685	quite
1685	image
1683	wrote
1682	next
1681	bad
1668	heard
1664	team
1661	doing
1658	always
1655	send
1649	files
1644	thought
1641	problems
1639	version
1629	trying
1628	evidence
1626	means
1626	looking
1621	whether
1618	general
1617	high
1584	three
1576	less
1574	given
1567	children
1563	away
1561	several
1553	once
1552	idea
1546	{
1545	start
1543	email
1542	book
1541	u
1528	q,3
1523	v
1519	today
1515	seem
1515	left
1513	l
1512	getting
1511	kind
1506	times
1505	control
1505	bill
1504	during
1498	systems
1496	word
1489	israel
1485	human
1474	science
1470	k
1469	remember
1463	makes
1455	big
1453	saying
1434	opinions
1430	change
1427	h
1421	perhaps
1413	based
1403	window
1395	home
1393	mail
1390	until
1385	rights
1381	e-mail
1379	phone
1374	note
1373	already
1360	chip
1360	ask
1359	money
1357	president
1356	1993
1334	standard
1323	gun
1320	jews
1319	local
1318	ago
1314	research
1313	answer
1313	agree
1312	small
1312	interested
1306	issue
1305	mark
1302	large
1300	j
1299	stuff
1295	^
1293	running
1291	came
1288	pretty
1286	price
1284	told
1283	matter
1275	questions
1269	disk
1263	whole
1262	christian
1258	claim
1256	show
1255	war
1255	hope
1252	games
1250	states
1250	national
1248	z
1248	days
1244	works
1242	american
1239	dos
1235	current
1233	bible
1233	address
1230	25
1225	code
1224	fire
1223	feel
1218	buy
1214	original
1205	info
1203	care
1202	internet
1201	live
1200	source
1200	simply
1194	understand
1192	full
1188	love
1184	everything
1183	fbi
1181	went
1177	message
1176	important
1175	news
1174	often
1173	20
1171	church
1169	mr.
1169	everyone
1163	y
1161	religion
1160	including
1157	certainly
1154	history
1151	started
1144	mac
1142	truth
1141	guess
1141	b8f
1140	machine
1136	wo
1136	play
1132	box
1132	almost
1129	comes
1126	mind
1124	paul
1121	pay
1120	instead
1116	speed
1115	programs
1115	open
1110	subject
1109	netcom.com
1108	include
1107	turkish
1102	armenian
1101	later
1101	although
1100	themselves
1100	making
1099	memory
1095	graphics
1087	center
1086	side
1084	working
1083	men
1083	earth
1081	pc
1074	april
1072	christ
1068	country
1067	value
1067	frank
1067	area
1066	access
1065	anyway
1063	15
1058	technology
1052	michael
1047	unless
1044	hand
1041	words
1041	cause
1036	consider
1036	a86
1033	type
1032	within
1028	tried
1027	net
1026	difference
1020	steve
1015	display
1010	death
1004	christians
1002	sort
1000	sense
997	anybody
995	single
994	u.s.
994	ftp
993	fax
993	clear
992	write
992	faith
991	deal
988	mike
987	jewish
985	opinion
981	similar
979	talking
979	house
978	likely
973	light
970	especially
968	couple
967	copy
966	private
965	encryption
964	cost
964	color
960	check
959	black
956	objective
955	armenians
954	nice
951	certain
944	took
942	saw
942	night
941	police
941	16
940	major
940	exactly
938	correct
936	user
935	hell
934	among
930	server
930	package
930	known
928	thus
924	sun
923	posting
921	video
921	situation
919	provide
918	oh
917	win
916	white
916	taken
913	sorry
912	dead
912	body
911	stop
909	145
907	killed
906	simple
906	fine
905	myself
902	religious
897	goes
894	koresh
893	women
893	view
893	company
893	argument
891	usually
891	service
890	contact
888	jim
887	common
887	_/
883	asked
880	via
879	whatever
879	happened
878	discussion
876	scsi
875	become
874	rest
873	security
872	position
872	moral
870	upon
870	100
868	itself
867	reading
867	hear
867	health
866	statement
865	political
865	form
864	press
863	*/
862	interesting
862	30
861	theory
859	past
857	laws
855	nor
855	experience
854	sound
854	except
852	third
852	society
850	14
847	period
847	groups
847	advance
845	per
844	according
842	wanted
842	force
840	particular
840	happen
839	hi
838	personal
837	size
837	application
836	images
835	12
834	turn
834	board
833	mine
830	top
826	business
824	players
824	guy
824	article-i.d
823	therefore
823	low
823	format
823	city
822	guns
822	..
821	driver
819	text
818	easy
816	uses
816	months
814	ones
814	add
813	hardware
813	future
812	peace
812	apple
811	due
811	bike
810	lines
810	books
810	/*
808	24
807	effect
806	four
805	early
804	talk
803	monitor
798	clinton
797	lost
797	expect
796	needs
795	hit
794	accept
793	school
792	numbers
791	recently
791	members
790	hockey
790	gets
789	longer
789	israeli
789	head
789	50
788	test
785	written
785	network
785	level
785	exist
784	fast
780	keys
779	front
778	model
777	dod
775	move
774	special
773	points
773	output
773	job
772	canada
769	kill
768	users
768	season
767	coming
764	sell
763	shall
762	week
762	taking
759	sometimes
759	screen
758	united
758	department
752	posted
751	outside
749	worth
748	process
747	series
746	offer
745	runs
741	robert
741	considered
741	assume
740	values
739	result
739	face
739	error
738	various
737	reference
737	doubt
736	usa
736	ok
735	a.
734	clipper
733	yourself
732	return
731	further
730	friend
729	weapons
729	short
729	james
728	radio
726	involved
725	mode
725	air
724	ground
723	behind
722	red
722	medical
720	thinking
720	study
720	allow
719	cases
719	action
718	explain
716	along
715	together
715	federal
713	previous
713	necessary
711	jpeg
711	cars
710	york
710	office
709	specific
708	million
705	speak
705	drivers
704	gas
703	response
703	includes
702	total
702	strong
702	hold
701	leave
699	land
697	looks
697	deleted
695	military
695	league
694	willing
694	present
694	higher
693	san
692	act
691	soon
691	dave
691	11
690	plus
690	**
689	young
689	performance
689	knows
688	results
688	knowledge
687	bob
687	asking
686	insurance
684	rate
684	close
683	water
683	save
683	db
683	brian
679	quality
679	himself
679	building
678	report
678	1.
676	wants
676	lord
675	story
674	population
674	player
674	bus
674	-+
673	appreciated
671	crime
670	clearly
667	legal
666	parts
666	inc.
666	1d9
665	road
662	sent
661	drives
659	faq
658	currently
657	sounds
657	baseball
654	near
653	mentioned
652	ways
652	claims
650	needed
650	field
648	sin
648	ed
646	useful
646	freedom
645	sale
645	party
645	p.
643	unix
643	takes
643	included
643	child
642	mouse
641	choice
641	build
639	section
639	none
639	applications
638	international
638	armenia
637	policy
637	ideas
637	2.
635	sources
635	nature
635	18
634	serious
632	arms
630	media
630	basis
629	otherwise
629	complete
628	peter
628	completely
625	design
624	j.
624	issues
623	interest
623	bought
622	manager
622	court
621	directory
620	exists
618	living
617	washington
617	reply
617	gives
617	christianity
616	cut
614	institute
614	ii
613	below
612	ram
611	average
610	individual
609	created
608	weeks
608	reasons
608	looked
608	follow
608	0d
607	main
607	indeed
605	rules
603	neither
603	chance
601	project
601	batf
600	al
599	purpose
598	tv
598	belief
598	appears
597	suggest
597	die
596	drug
595	supposed
594	morality
594	father
594	create
594	built
592	gave
591	shot
591	family
591	basic
590	obviously
589	comments
588	inside
588	directly
588	date
588	anonymous
586	tape
586	la
585	meaning
584	13
583	required
583	finally
583	division
583	cover
582	thank
582	engine
580	ibm
580	figure
578	language
578	existence
578	dr.
577	reasonable
576	normal
576	development
575	command
574	learn
574	c.
574	40
573	muslims
573	arab
573	1992
572	controller
572	community
572	amount
571	turkey
571	son
570	faster
570	america
569	page
568	newsgroup
566	scientific
566	folks
565	17
564	entire
564	details
562	wish
562	food
562	cards
562	base
561	wait
560	voice
560	lots
559	terms
559	site
559	paper
558	manual
556	smith
556	rule
555	term
554	actions
553	interface
553	condition
552	scott
552	record
552	i.e
551	serial
550	responsible
550	miles
549	stated
549	engineering
548	wonder
548	half
548	||
547	nasa
547	eric
546	easily
544	administration
543	king
542	whose
542	turks
542	difficult
542	bring
541	wondering
541	room
541	device
539	places
539	happens
538	attack
537	russian
537	product
537	changed
536	mass
536	carry
536	algorithm
535	unfortunately
535	tom
535	modem
535	event
534	plan
534	genocide
534	definition
533	prove
533	lives
531	defense
530	technical
530	mention
530	break
529	necessarily
529	lead
528	suppose
528	designed
528	blue
527	muslim
526	goal
525	related
525	happy
525	citizens
524	pat
524	events
524	drugs
523	machines
523	function
523	decided
522	object
522	illegal
521	thomas
521	reports
521	class
519	services
519	port
519	allowed
518	release
517	final
517	alone
515	universe
515	attempt
514	recent
514	greek
513	privacy
513	hours
513	continue
513	context
512	knew
511	sex
511	reality
511	physical
511	compound
511	apparently
508	market
508	george
507	door
506	reported
505	tax
505	andrew
504	usenet
504	brought
504	avoid
503	method
503	library
503	fan
503	bits
502	watch
502	texas
502	organization
502	guys
501	author
499	worked
499	street
499	forget
499	cable
498	late
498	imagine
498	ide
497	murder
497	member
497	devices
495	stupid
495	california
494	western
494	generally
493	digital
493	21
492	wife
492	pick
492	facts
492	companies
491	require
491	extra
490	stand
489	ma
489	limited
489	across
487	btw
486	west
486	des
486	boston
486	3.
485	solution
485	hate
484	request
484	launch
484	chris
483	somebody
483	oil
483	m.
483	apply
483	19
482	worse
482	suspect
482	define
481	received
481	letter
481	installed
481	evil
480	safety
480	protect
480	obvious
480	fall
480	environment
479	analysis
478	fans
478	entry
478	bbs
477	quote
477	official
477	enforcement
477	died
477	conference
477	commercial
475	trouble
474	decision
473	secret
473	80
472	toronto
472	excellent
471	teams
471	lack
471	heart
471	gm
471	e.
471	appropriate
470	richard
470	ms
470	material
470	killing
470	hands
470	appear
470	account
469	motif
469	joe
469	disease
467	shows
467	range
467	pl+
467	north
467	keith
467	giving
467	chips
467	apr
466	starting
466	***
465	printer
464	volume
464	pass
464	age
463	search
463	jon
462	uunet
462	choose
461	input
460	widget
460	supply
460	held
460	equipment
460	cpu
460	addition
459	month
459	d.
458	products
458	gone
458	friends
457	mother
457	congress
457	civil
456	yeah
456	approach
455	false
455	___
454	understanding
454	station
454	former
454	ability
453	areas
453	1st
452	beyond
451	regarding
451	posts
451	effective
451	americans
450	studies
450	stephanopoulos
450	requires
450	published
450	natural
450	authority
449	internal
449	earlier
448	prevent
448	five
448	de
448	blood
447	st.
447	provided
447	basically
446	unit
446	practice
446	middle
446	chicago
445	turned
445	secure
445	poor
445	countries
444	views
444	germany
443	hp
443	fairly
442	treatment
442	lower
442	appreciate
441	majority
441	green
440	gif
439	realize
439	possibly
439	east
439	contains
438	trust
438	led
438	homosexual
438	comment
437	title
437	constitution
437	college
436	vs
436	somewhere
436	heaven
436	energy
436	advice
435	matthew
435	dan
435	costs
435	amendment
434	stay
434	seriously
434	cheap
434	calls
433	won
433	south
433	modern
433	minutes
432	respect
432	floppy
432	communications
431	22
430	playing
429	s.
429	particularly
429	0t-
428	protection
428	fit
427	tools
427	keyboard
426	serve
426	homosexuality
425	perfect
425	beginning
424	played
424	acts
423	soldiers
423	social
423	increase
423	henry
422	writing
421	recall
421	handle
420	sites
420	shipping
420	absolutely
419	caused
419	beliefs
418	responsibility
418	picture
417	nt
417	abortion
416	independent
416	32
415	nsa
415	names
415	closed
415	agents
414	personally
414	hello
414	arguments
414	60
413	regular
413	morning
413	described
412	trade
412	references
412	orbit
412	army
411	supports
411	logic
411	effort
411	articles
411	45
411	==
410	judge
410	changes
410	and/or
409	waco
409	types
409	tim
409	suggestions
409	soviet
409	proof
409	merely
409	features
408	justice
406	student
406	spirit
406	notice
406	moon
406	march
406	joseph
406	firearms
406	expressed
406	cd
406	3.1
405	straight
405	coverage
404	nhl
404	kept
404	block
403	switch
403	sold
403	sexual
403	r.
403	l.
403	europe
403	considering
402	percent
402	pain
402	greatly
401	mary
401	convert
401	aware
400	standards
400	hey
400	driving
400	direct
400	assuming
399	committee
398	ray
398	programming
398	bear
397	statements
397	ride
397	resources
396	woman
395	pittsburgh
395	intended
395	art
394	dangerous
393	van
393	ten
393	print
393	moment
393	added
392	paid
392	cramer
392	charge
391	islam
391	expensive
390	mission
390	meant
390	behavior
390	allows
389	specifically
389	effects
389	education
389	draw
389	ah
388	vote
388	gary
388	concerned
388	clock
388	__
387	seeing
387	nobody
387	mailing
387	hot
386	ny
386	actual
386	23
385	respond
385	option
385	cancer
385	27
384	pages
384	multiple
384	latest
384	kids
383	share
383	patients
383	operation
383	holy
382	doctor
382	bunch
381	disks
381	dealer
380	thread
380	ken
380	british
380	arabs
379	supported
378	popular
378	hole
377	w.
377	shuttle
377	loss
377	fair
377	developed
377	decide
377	branch
376	spend
376	prices
376	copies
376	28
374	setting
374	claimed
374	calling
373	yesterday
373	step
373	risk
373	proper
373	electronic
373	doug
373	colors
373	besides
372	towards
372	safe
372	everybody
372	2nd
371	thousands
371	six
370	activities
370	26
370	3d
369	tel
369	surface
369	noticed
369	errors
368	defined
368	4.
368	\/
367	os/2
367	concept
367	1991
366	warrant
366	jack
366	fear
366	disagree
366	buying
365	distribution
365	absolute
365	1990
364	significant
364	scripture
364	receive
364	impossible
364	forces
364	failed
364	cup
363	mb
363	fully
363	font
363	entirely
362	slow
362	provides
362	don
362	dept
362	criminals
361	prefer
361	mhz
361	greater
360	putting
360	objects
360	mostly
360	admit
359	individuals
359	compared
359	200
358	fight
357	selling
357	passed
357	mr
357	born
356	vga
356	remote
356	highly
356	cult
356	begin
355	magazine
355	escrow
355	count
355	additional
354	whom
354	totally
354	speaking
354	shown
354	ron
354	regards
354	options
353	quick
353	possibility
352	myers
352	armed
351	separate
351	fonts
351	bd
351	accepted
351	//
350	microsoft
350	lee
350	foreign
350	creation
349	models
349	agencies
347	property
347	forward
347	easier
347	b.
346	uk
346	training
346	93
345	table
345	expected
345	connection
344	signal
344	pp
343	stick
343	nation
342	weight
342	versions
342	processing
342	o'dwyer
342	messages
342	luck
342	immediately
342	35
341	stephen
341	soul
341	ie
341	heat
341	fun
341	document
341	answers
340	ms.
340	larry
340	knowing
340	battery
339	produce
339	innocent
338	transfer
338	satellite
338	functions
337	resolution
337	rates
337	medicine
337	jeff
337	instance
337	humans
336	trial
336	review
336	nuclear
336	lab
336	attacks
336	argue
335	town
335	escape
334	pressure
334	potential
334	postscript
334	eyes
333	taxes
333	meet
333	double
333	committed
332	wide
332	tend
332	became
331	roger
331	install
331	e.g
331	despite
331	300
330	pgp
330	los
330	english
330	athos.rutgers.edu
330	agency
329	traffic
329	solar
329	eternal
329	equal
329	description
328	properly
328	planet
328	newsgroups
328	gay
328	european
328	computers
328	century
327	throw
327	round
327	ready
327	larger
327	jobs
327	attention
326	seemed
326	lose
326	bios
325	showed
325	degree
325	atheist
325	advantage
325	activity
325	33
325	3rd
324	status
324	parents
324	discuss
323	sunday
323	flame
323	ball
323	atheists
322	role
322	moving
322	drop
321	msg
321	flames
321	archive
321	ad
320	physics
320	okay
319	vehicle
319	rob
318	missing
318	historical
318	guide
318	existing
318	compatible
317	released
317	owners
317	nearly
317	eventually
317	catholic
316	proposed
316	external
315	yours
315	weapon
315	somehow
315	motherboard
315	azerbaijan
315	alternative
315	/3t
314	wm
314	follows
314	causes
314	bmw
313	sign
313	meg
313	determine
312	recognize
312	random
312	brain
312	ahead
311	remove
311	minor
311	believed
310	valid
310	typical
310	telling
310	race
310	clutch
309	listen
309	isa
308	shots
308	piece
308	noise
308	kevin
308	giz
308	dog
308	criminal
308	adam
308	1988
308	90
307	holocaust
307	debate
307	accurate
307	31
306	welcome
306	watching
306	wall
306	russia
306	purchase
306	keeping
306	charles
306	beat
306	70
305	wings
305	upgrade
305	tool
305	spent
305	path
305	fix
305	dc
304	anywhere
304	alive
303	minority
303	hd
303	attitude
303	andrew.cmu.edu
302	troops
302	quickly
302	obtain
302	formats
302	examples
302	aids
301	reach
301	purposes
301	evolution
301	cold
300	islamic
300	intelligence
300	frame
300	character
299	methods
299	host
299	computing
299	afraid
298	vancouver
298	phil
298	master
298	documentation
298	conclusion
298	atf
298	55.0
297	feet
297	davidians
297	convention
297	circuit
297	billion
297	becomes
297	background
296	william
296	summer
296	sick
296	parties
296	detroit
295	tm
295	lived
295	definitely
294	topic
294	pts
294	professor
294	leaders
294	helps
294	disclaimer
293	xterm
293	worry
293	waiting
293	offers
293	militia
293	limit
293	carried
292	speech
292	setup
292	license
292	german
292	followed
292	damage
292	began
292	7ey
291	telephone
291	industry
291	gotten
291	defend
291	bodies
290	toward
290	movement
290	load
290	lie
290	leads
290	june
290	economic
290	boards
290	bet
289	goals
289	eye
289	exact
289	depends
289	authorities
288	owner
288	older
288	generation
288	brother
287	positive
287	moved
287	blame
287	29
286	simms
286	resource
286	radar
286	clean
286	bruce
286	angeles
286	alan
286	active
286	5.
285	wire
285	suggested
285	normally
285	kent
285	georgia
284	store
284	replaced
284	rangers
284	operating
284	na
284	compare
283	spacecraft
283	somewhat
283	mathew
283	develop
283	cross
283	corporation
283	complex
282	vs.
282	usual
282	onto
282	levels
282	huge
282	h.
282	eat
282	cheaper
282	atheism
281	waste
281	pointed
281	heavy
281	direction
281	bank
280	mountain
280	editor
280	connected
280	associated
279	tells
279	star
279	solid
279	proposal
279	ice
279	et
279	espn
279	default
279	500
278	slightly
278	rich
278	news.cso.uiuc.edu
278	correctly
278	conditions
277	tank
277	self
277	replace
277	ran
277	postings
277	macintosh
276	starts
276	relationship
276	refer
276	quoted
276	hall
276	governments
276	feeling
276	domain
276	cs
276	3.0
275	saved
275	mistake
275	interpretation
275	documents
275	curious
274	shell
274	remain
274	regard
274	pin
274	meeting
274	imho
274	ford
274	cobb
274	client
274	75
274	6um
273	truly
273	p\/
273	hardly
273	greg
273	felt
273	audio
273	adl
272	session
272	roads
272	grant
272	excuse
272	deaths
272	assault
272	andy
271	villages
271	summary
271	relevant
271	officers
271	fighting
270	showing
270	nj
270	male
270	lies
270	etc.
270	damn
270	34
269	employer
268	students
267	visual
267	threat
267	sides
267	missed
267	flight
267	capable
267	automatic
266	xt
266	success
266	religions
266	organizations
266	encrypted
265	strange
265	sky
265	raised
265	ps
265	papers
265	id
264	stats
264	jose
264	bell
263	responses
263	prior
263	nations
263	judgement
263	forced
263	compression
262	smaller
262	management
262	fuel
262	broken
262	applied
262	256
261	violence
261	persons
261	measure
261	legitimate
261	initial
261	hurt
261	culture
261	clayton
260	homosexuals
260	guilty
260	conflict
260	cheers
260	2.5
259	winning
259	pictures
259	opposed
259	leafs
259	ignore
259	cambridge
258	structure
258	stopped
258	parallel
258	opportunity
258	louis
258	length
258	gods
258	electronics
257	statistics
257	reaction
257	punishment
257	officials
257	fault
257	daniel
257	crypto
257	australia
256	worst
256	turns
256	presented
256	named
256	mit
256	francisco
256	factor
256	discovered
256	cops
255	twice
255	palestinian
255	lists
255	int
255	civilians
254	surprised
254	sandvik
254	plans
254	paying
254	nazi
254	music
254	leader
254	feature
253	tests
253	scheme
253	riding
253	g.
253	dollars
253	daily
253	cal
253	attorney
252	warning
252	situations
252	seconds
252	operations
252	leading
252	gmt
252	extremely
252	buf
251	select
251	park
251	morris
250	track
250	md
250	happening
250	gateway
250	drawing
250	differences
249	sets
249	reduce
249	recommend
249	plain
249	minute
249	funny
249	export
249	explanation
249	discussed
249	abuse
249	,3
248	zone
248	uucp
248	tony
248	surely
248	poster
248	p.o
248	gordon
248	essentially
248	edge
248	brad
247	noted
247	changing
247	button
247	bottom
247	afford
246	readers
246	primary
246	playoffs
246	listed
246	hearing
246	gain
246	fixed
246	ensure
246	demand
246	cache
246	benefit
245	worship
245	tradition
245	ryan
245	pro
245	powerful
245	os
245	montreal
245	jew
245	holding
245	club
244	x11r5
244	temperature
244	shooting
244	sending
244	penalty
244	established
244	d012s658.uucp
244	council
244	consistent
244	claiming
244	brown
243	ted
243	manner
243	biblical
242	perfectly
242	enter
242	doctrine
242	doctors
242	amiga
241	observations
241	livesey
241	hospital
241	braves
240	weak
240	rom
240	miller
240	jason
240	covered
239	virtual
239	tear
239	tanks
239	sitting
239	regardless
239	motorcycle
239	monitors
239	marriage
239	followers
239	decent
239	cdt
239	advanced
238	translation
238	relatively
238	originally
238	kinds
238	hundred
238	dark
238	brand
238	anymore
237	raise
237	packages
237	offered
237	learned
237	iran
237	configuration
237	concerning
237	association
237	acceptable
237	51
236	st
236	libertarian
236	craig
236	ati
236	annual
235	stories
235	seattle
235	rocket
235	join
235	concern
235	caught
235	canadian
235	bytes
235	bush
234	standing
234	pull
234	providing
234	palestinians
234	iii
233	xv
233	strongly
233	lunar
233	finding
233	contrary
233	aside
232	reliable
232	region
232	occur
232	fail
232	1/2
231	world.std.com
231	sufficient
231	stream
231	shareware
231	produced
231	placed
231	location
231	draft
231	colorado
231	burned
230	visible
230	rear
230	overall
230	nazis
230	holes
230	heads
230	forever
230	connect
230	animals
229	thoughts
229	replies
229	items
229	floor
229	depending
229	deep
229	checked
229	budget
229	assumption
229	150
229	2.0
228	village
228	greece
228	auto
227	walk
227	thinks
227	tech
227	journal
227	electrical
227	distributed
227	boy
227	*not*
226	stars
226	sleep
226	score
226	sales
226	rock
226	rick
226	pray
226	central
226	carrying
226	announced
225	met
225	latter
225	extermination
225	decisions
225	database
225	cities
224	string
224	sample
224	registration
224	philadelphia
224	attempts
224	astronomy
224	apart
223	transmission
223	throughout
223	secretary
223	reasoning
223	martin
223	logical
223	japanese
223	feds
223	engineer
223	distance
223	discussions
223	bother
223	allen
223	'93
222	tested
222	johnson
222	corp.
222	comparison
222	agreement
221	terminal
221	removed
221	passes
221	letters
221	island
221	fred
221	familiar
221	enjoy
221	backup
221	atlanta
221	ancient
220	victims
220	sports
220	senate
220	re
220	quotes
220	perry
220	maintain
220	loaded
220	lights
220	kingdom
220	honda
220	failure
220	edition
220	career
220	bay
219	seven
219	figures
219	describe
219	channel
219	addresses
218	talks
218	matters
218	investigation
218	hour
218	hitting
218	fired
218	director
218	diet
218	cryptography
218	circumstances
218	65
217	style
217	paragraph
217	laboratory
217	kings
217	dealing
217	careful
216	ordered
216	hence
216	degrees
216	contain
216	400
216	38
215	thousand
215	suffering
215	stanley
215	sit
215	rid
215	planning
215	pit
215	lock
215	literature
215	lets
215	fields
215	commands
215	border
215	bnr.ca
215	250
214	w/
214	utility
214	serbs
214	requirements
214	ourselves
214	notes
214	jets
214	increased
214	frequently
214	containing
214	bosnia
214	6.
213	satan
213	origin
213	null
213	jehovah
213	illinois
213	conversion
213	bos
213	banks
213	adams
213	42
213	3.5
212	sea
212	republic
212	pitcher
212	dec
212	crimes
212	boxes
211	zero
211	violent
211	variety
211	spending
211	shape
211	remains
211	patrick
211	link
211	impact
211	destroyed
211	colour
210	shoot
210	pens
210	marc
210	hundreds
210	honest
210	blues
210	agent
209	previously
209	prepared
209	optilink.com
209	openwindows
209	horus.ap.mchp.sni.de
209	highest
209	gravity
209	credit
209	ai
209	486
208	x11
208	turbo
208	signed
208	scientists
208	schools
208	resistance
208	p.s
208	menu
208	matt
208	match
208	justify
208	installation
208	iastate.edu
208	equivalent
208	continued
208	appeared
207	unlike
207	testament
207	spring
207	shit
207	repeat
207	push
207	proven
207	probe
207	patient
207	irrelevant
207	hitler
207	douglas
207	allowing
207	'as
206	x-soviet
206	supposedly
206	suggestion
206	motion
206	mormons
206	forms
206	experiences
206	efforts
206	detail
205	vitamin
205	vision
205	suicide
205	panel
205	neutral
205	funds
205	386
205	36
205	_____
204	wayne
204	processor
204	officer
204	mars
204	incident
204	hst
204	fundamental
204	dictionary
204	closer
204	clients
203	v.
203	usage
203	tor
203	theories
203	subjective
203	scale
203	ports
203	packet
203	ottoman
203	obtained
203	mon
203	mechanism
203	luke
203	instructions
203	ignorance
203	grace
203	ethernet
203	det
203	content
203	birth
202	units
202	palestine
202	modes
202	carefully
202	1989
201	un
201	spread
201	returned
201	perform
201	maximum
201	leaving
201	israelis
201	granted
201	desire
201	automatically
201	04
200	widgets
200	wave
200	taught
200	serdar
200	quadra
200	printing
200	presence
200	item
200	implementation
200	helped
200	explained
200	echo
200	applies
199	techniques
199	sentence
199	relative
199	referring
199	massacre
199	jerusalem
199	greeks
199	focus
199	entries
199	cool
199	burning
199	adapter
198	x.
198	ticket
198	technologies
198	sad
198	rider
198	ontario
198	minnesota
198	liberty
198	lebanon
198	lay
198	hopefully
198	flyers
198	driven
198	convince
198	believes
198	agreed
198	41
197	wars
197	rape
197	que
197	primarily
197	plug
197	perspective
197	organized
197	k.
197	bruins
197	boot
197	baby
197	arm
197	apartment
197	accuracy
196	surprise
196	stolen
196	occupied
196	millions
196	math
196	istanbul
196	foundation
196	fee
196	experts
196	elements
196	chapter
196	aid
195	virginia.edu
195	testing
195	southern
195	shared
195	servers
195	roy
195	procedure
195	paint
195	nick
195	learning
195	interests
195	importance
195	glad
195	collection
195	citizen
195	bikes
195	1920
195	1000
194	wild
194	unlikely
194	toolkit
194	teach
194	target
194	talked
194	shut
194	relations
194	plenty
194	neighbors
194	nec
194	motorola
194	map
194	magnus.acs.ohio-state.edu
194	libraries
194	lc
194	kuwait
194	generate
194	confused
193	survey
193	puck
193	lying
193	laser
193	july
193	immoral
193	extended
193	convinced
193	chosen
193	assumed
193	aspects
193	~
192	wins
192	unknown
192	successful
192	spot
192	split
192	solutions
192	served
192	randy
192	purchased
192	pitching
192	morals
192	imply
192	helpful
192	eastern
192	defensive
